"","site","year","plot","plotCTI","plotCPI"
"157","Carrizo",2011,"EP6",15.6071700766557,457.123308180201
"158","Carrizo",2011,"EP7",16.1634082506765,418.13888301586
"159","Carrizo",2011,"EP8",16.3177180194364,396.174808114311
"160","Carrizo",2011,"EP9",16.4689701991847,353.312414229468
"161","Carrizo",2011,"SC1",16.1659674391257,403.642223925147
"162","Carrizo",2011,"SC10",16.0909257877953,385.107544214068
"163","Carrizo",2011,"SC2",15.7621329993638,416.784150240263
"164","Carrizo",2011,"SC3",16.5907805437809,355.105449254239
"165","Carrizo",2011,"SC4",16.3123815072193,371.87367438223
"166","Carrizo",2011,"SC5",15.7757055281925,379.543323496481
"167","Carrizo",2011,"SC6",15.5531828798868,410.854526388696
"168","Carrizo",2011,"SC7",15.0971494082003,473.562847684128
"169","Carrizo",2011,"SC8",16.3137266522791,372.600157882987
"170","Carrizo",2011,"SC9",15.9240319067811,393.81248188428
"171","Carrizo",2012,"EP1",15.3932115899029,512.591755274928
"172","Carrizo",2012,"EP10",17.0494361520024,341.311141418055
"173","Carrizo",2012,"EP2",16.2102082727938,418.864410436994
"174","Carrizo",2012,"EP3",16.6801391800156,391.938859561987
"175","Carrizo",2012,"EP4",15.907733851421,455.952544361247
"176","Carrizo",2012,"EP5",16.6837065970226,342.009429270186
"177","Carrizo",2012,"EP6",14.9165031179739,582.706458053128
"178","Carrizo",2012,"EP7",16.9294912253193,356.49398267391
"179","Carrizo",2012,"EP8",17.3800639628932,300.243669924197
"180","Carrizo",2012,"EP9",17.4538530519644,291.772496897372
"181","Carrizo",2012,"SC1",16.3691707990169,404.053186082432
"182","Carrizo",2012,"SC10",16.5247000234136,335.838856515849
"183","Carrizo",2012,"SC2",15.9015115894382,412.042175494102
"184","Carrizo",2012,"SC3",16.5340522895669,345.029671309149
"185","Carrizo",2012,"SC4",16.7810944093587,332.967041313905
"186","Carrizo",2012,"SC5",15.2922138352932,416.125190119002
"187","Carrizo",2012,"SC6",15.0713946612877,449.351567076625
"188","Carrizo",2012,"SC7",15.3777268139891,435.622575704094
"189","Carrizo",2012,"SC8",16.66929938161,348.023816380017
"190","Carrizo",2012,"SC9",16.1200644427565,417.521456442307
"191","Carrizo",2013,"EP1",16.4225063424527,371.746680143742
"192","Carrizo",2013,"EP10",16.1309004391818,420.032710403815
"193","Carrizo",2013,"EP2",15.9006973914772,443.966853739564
"194","Carrizo",2013,"EP3",15.9685622053445,449.104050188259
"195","Carrizo",2013,"EP4",15.4167170162718,499.908605695266
"196","Carrizo",2013,"EP5",16.4016065161363,395.831838487879
"197","Carrizo",2013,"EP6",16.1702679594035,412.988855945774
"198","Carrizo",2013,"EP7",16.5065708860487,385.517495603863
"199","Carrizo",2013,"EP8",16.6343453962488,384.913513496615
"200","Carrizo",2013,"EP9",16.046736922044,436.918776172513
"201","Carrizo",2013,"SC1",16.6906239631369,365.951615514012
"202","Carrizo",2013,"SC10",16.4071337691017,346.712711276258
"203","Carrizo",2013,"SC2",15.4820143249485,447.077740216021
"204","Carrizo",2013,"SC3",16.1085700222598,401.777723819287
"205","Carrizo",2013,"SC4",16.0884921887406,407.016224370058
"206","Carrizo",2013,"SC5",15.4511270231937,426.771015011154
"207","Carrizo",2013,"SC6",14.8133410933799,477.649894425055
"208","Carrizo",2013,"SC7",15.0266534323154,490.688818070182
"209","Carrizo",2013,"SC8",16.4171741917574,366.461556896173
"210","Carrizo",2013,"SC9",16.0283232105995,411.452899834634
"211","Carrizo",2014,"EP1",15.7895412987198,442.281194157181
"212","Carrizo",2014,"EP10",15.9988750651933,422.198464259674
"213","Carrizo",2014,"EP2",15.9441661771671,416.585068807626
"214","Carrizo",2014,"EP3",16.1642166272496,402.876934049019
"215","Carrizo",2014,"EP4",15.7528221586846,442.134509428131
"216","Carrizo",2014,"EP5",16.0167362259303,421.531471029868
"217","Carrizo",2014,"EP6",15.7719820374573,435.428883571553
"218","Carrizo",2014,"EP7",15.6472456567751,452.418902254107
"219","Carrizo",2014,"EP8",15.8766564356635,447.156995267856
"220","Carrizo",2014,"EP9",15.6562522810441,434.366723646226
"221","Carrizo",2014,"SC1",15.8356399728579,431.226338987241
"222","Carrizo",2014,"SC10",15.8161789105243,426.758902997285
"223","Carrizo",2014,"SC2",15.6646777911363,440.824981104066
"224","Carrizo",2014,"SC3",15.806556880249,413.115790349785
"225","Carrizo",2014,"SC4",15.7409017784561,419.385862273283
"226","Carrizo",2014,"SC5",15.3039833852218,461.869512979609
"227","Carrizo",2014,"SC6",15.4953160904143,447.023578646122
"228","Carrizo",2014,"SC7",15.1061510654126,473.852209611559
"229","Carrizo",2014,"SC8",15.7507260965277,445.906551043432
"230","Carrizo",2014,"SC9",15.5367836060197,437.300585365975
"231","Carrizo",2015,"EP1",15.7058548952659,452.917926658184
"232","Carrizo",2015,"EP10",15.987738687351,393.86691624915
"233","Carrizo",2015,"EP2",16.6440074683086,373.104057585498
"234","Carrizo",2015,"EP3",16.0752247236671,400.702321714668
"235","Carrizo",2015,"EP4",15.8136330790012,440.497593149509
"236","Carrizo",2015,"EP5",16.0902157910417,401.155562578124
"237","Carrizo",2015,"EP6",15.7735948648837,452.253320356569
"238","Carrizo",2015,"EP7",16.4593951341004,375.148213178297
"239","Carrizo",2015,"EP8",16.6439540752467,358.691738170239
"240","Carrizo",2015,"EP9",17.3189454305919,296.940080361373
"241","Carrizo",2015,"SC1",15.7890621899572,438.295714600076
"242","Carrizo",2015,"SC10",15.9852510911696,388.399310426906
"243","Carrizo",2015,"SC2",15.8947337734907,427.866111598386
"244","Carrizo",2015,"SC3",15.853045200521,405.256116603071
"245","Carrizo",2015,"SC4",15.8726026127413,424.940344815465
"246","Carrizo",2015,"SC5",15.5894236667233,452.978938770255
"247","Carrizo",2015,"SC6",15.9235877911628,416.275524688499
"248","Carrizo",2015,"SC7",15.7926603401158,435.186047718636
"249","Carrizo",2015,"SC8",16.3042319060157,392.821391433409
"250","Carrizo",2015,"SC9",15.6588691439021,425.950705589347
"251","Carrizo",2016,"EP1",15.6433431235245,473.170372674425
"252","Carrizo",2016,"EP10",16.2827930122025,341.054899307802
"253","Carrizo",2016,"EP2",16.563067495465,379.094909821512
"254","Carrizo",2016,"EP3",16.161573128418,397.416310712543
"255","Carrizo",2016,"EP4",15.7477971704144,471.664718823796
"256","Carrizo",2016,"EP5",15.6172464981851,384.252006769525
"257","Carrizo",2016,"EP6",15.7023277086308,468.568711642949
"258","Carrizo",2016,"EP7",16.4276053177475,341.631403758178
"259","Carrizo",2016,"EP8",16.2757886284603,402.708324934994
"260","Carrizo",2016,"EP9",17.1225104853843,290.082088112787
"261","Carrizo",2016,"SC1",16.3439262596286,403.664521441703
"262","Carrizo",2016,"SC10",16.0155458625256,379.00837950682
"263","Carrizo",2016,"SC2",16.0615498447139,416.377905911068
"264","Carrizo",2016,"SC3",17.0666724554204,327.882795985927
"265","Carrizo",2016,"SC6",17.2114372667875,319.561225056345
"266","Carrizo",2016,"SC7",17.3958795019241,304.866070757781
"267","Carrizo",2016,"SC8",17.0609109536413,332.962835690638
"268","Carrizo",2016,"SC9",15.8753041015085,395.379097989329
"269","Carrizo",2017,"EP1",15.5863429738186,467.905174411976
"270","Carrizo",2017,"EP10",16.4604928858828,366.521914830333
"271","Carrizo",2017,"EP2",16.6831095490616,331.232064147203
"272","Carrizo",2017,"EP3",15.9604966033984,394.692732465716
"273","Carrizo",2017,"EP4",16.1398373150699,411.088597188085
"274","Carrizo",2017,"EP5",15.9603594173102,394.436771698072
"275","Carrizo",2017,"EP6",15.7842345051324,445.428987420597
"276","Carrizo",2017,"EP7",17.0421705735348,315.448539651501
"277","Carrizo",2017,"EP8",16.7888392404062,299.454411079862
"278","Carrizo",2017,"EP9",16.9262190804442,308.861996160621
"279","Carrizo",2017,"SC1",16.2162970161167,417.595215462441
"280","Carrizo",2017,"SC10",16.1989404623735,309.917812354318
"281","Carrizo",2017,"SC2",16.6544945133729,353.93222853093
"282","Carrizo",2017,"SC3",15.8488716950016,422.543461766411
"283","Carrizo",2017,"SC6",16.3705469885842,365.794709037583
"284","Carrizo",2017,"SC7",16.3490428507858,401.50829096338
"285","Carrizo",2017,"SC8",16.3597054489349,387.613599997776
"286","Carrizo",2017,"SC9",15.9770084766016,403.751670940278
"287","Carrizo",2018,"EP1",15.4291786285852,505.353849241098
"288","Carrizo",2018,"EP10",17.0750714045554,340.268156856478
"289","Carrizo",2018,"EP2",16.2943283456821,400.960175002634
"290","Carrizo",2018,"EP3",16.1728766405496,401.383559640223
"291","Carrizo",2018,"EP4",15.2857900518623,533.537162636729
"292","Carrizo",2018,"EP5",15.6890295212398,436.124498400692
"293","Carrizo",2018,"EP6",15.6919491476804,470.389900001659
"294","Carrizo",2018,"EP7",16.4512070294437,325.621111383575
"295","Carrizo",2018,"EP8",15.76754075893,373.334360222411
"296","Carrizo",2018,"EP9",16.2665477583189,338.661635119226
"297","Carrizo",2018,"SC1",17.2475765744992,312.391184651774
"298","Carrizo",2018,"SC10",16.5010980520273,339.190111043297
"299","Carrizo",2018,"SC2",16.8776093479411,330.506142288659
"300","Carrizo",2018,"SC3",16.4839348450129,342.528535479872
"301","Carrizo",2018,"SC6",16.8035284576721,363.00788539269
"302","Carrizo",2018,"SC7",16.4050413489608,394.762755677417
"303","Carrizo",2018,"SC8",16.6769690075786,365.460944994408
"304","Carrizo",2018,"SC9",16.1456540183718,385.203237433344
"305","Elkhorn",1999,"1",14.7391045354161,579.796251048889
"306","Elkhorn",1999,"2",14.2228462386046,639.096309382839
"307","Elkhorn",1999,"3",13.9164513773005,690.610665557583
"308","Elkhorn",2000,"1",14.9886353888381,558.885118086663
"309","Elkhorn",2000,"2",13.9291630316095,672.461350165339
"310","Elkhorn",2000,"3",13.1958763260186,755.792919059444
"311","Elkhorn",2001,"1",14.0716362129573,672.546634324631
"312","Elkhorn",2001,"3",13.8429181422505,691.054440017872
"313","Elkhorn",2002,"1",14.2483620381058,646.615565369952
"314","Elkhorn",2002,"2",14.1553924840017,645.345615487911
"315","Elkhorn",2002,"3",14.6379573992778,629.27479782538
"316","Elkhorn",2003,"1",14.6419427739201,602.174326302882
"317","Elkhorn",2003,"2",14.4490050805327,604.390654047728
"318","Elkhorn",2003,"3",15.0083560208083,560.952318346809
"319","Elkhorn",2004,"1",14.8954653878522,570.554493876792
"320","Elkhorn",2004,"2",14.7468268153692,586.955442429923
"321","Elkhorn",2004,"3",15.2251458115212,530.876354590674
"322","Elkhorn",2005,"1",14.4694034597997,627.826283510394
"323","Elkhorn",2005,"2",14.719584725562,588.928268331897
"324","Elkhorn",2005,"3",15.1831361432025,530.501790715235
"325","Elkhorn",2006,"1",15.0895378114756,550.056269061687
"326","Elkhorn",2006,"2",14.6686162824928,598.656561650964
"327","Elkhorn",2006,"3",15.0323621005278,548.269671970279
"328","Elkhorn",2007,"1",14.9744399567549,571.129419324765
"329","Elkhorn",2007,"2",14.6615670790992,592.790978218502
"330","Elkhorn",2007,"3",15.1989186206777,541.05921137538
"331","Elkhorn",2008,"1",15.0492395992427,569.796720443251
"332","Elkhorn",2008,"2",14.7966303502973,596.682330168748
"333","Elkhorn",2008,"3",15.2110115641542,552.402970363014
"334","Elkhorn",2009,"1",14.7896728950381,596.792940434894
"335","Elkhorn",2009,"2",14.8836748721455,578.60783305313
"336","Elkhorn",2009,"3",15.1865872043669,557.727369451827
"337","Elkhorn",2010,"1",14.8339776885474,591.295449611777
"338","Elkhorn",2010,"2",14.7851511526673,596.595200881383
"339","Elkhorn",2010,"3",15.3203422251358,542.244463542358
"340","Elkhorn",2011,"1",14.7170704286381,613.593730733934
"341","Elkhorn",2011,"2",14.7400745947877,613.229534055251
"342","Elkhorn",2011,"3",15.2424655830924,558.738221602848
"343","Elkhorn",2012,"1",14.9544783858101,581.524142174848
"344","Elkhorn",2012,"2",14.5868302606943,615.775990483419
"345","Elkhorn",2012,"3",15.1360266115804,571.512136997097
"346","Elkhorn",2013,"1",14.9932015784879,581.739028230668
"347","Elkhorn",2013,"2",14.9821672725982,573.594273688965
"348","Elkhorn",2013,"3",15.2112029970842,546.420422237715
"349","Elkhorn",2014,"1",15.1572620913899,551.639564559763
"350","Elkhorn",2014,"2",15.0306207442568,562.229173587747
"351","Elkhorn",2014,"3",15.1952134284703,543.383061062567
"352","Elkhorn",2015,"1",15.1713138590329,545.810239592952
"353","Elkhorn",2015,"2",14.8424329395233,593.897344611269
"354","Elkhorn",2015,"3",15.6046044207321,523.276870640934
"355","Elkhorn",2016,"1",15.3048022683952,539.458347600482
"356","Elkhorn",2016,"2",15.0700456884101,570.00459232511
"357","Elkhorn",2016,"3",15.3661213655226,535.866676391845
"358","Elkhorn",2017,"1",14.7621550459907,597.270541386073
"359","Elkhorn",2017,"2",15.2918165555039,552.177336939775
"360","Elkhorn",2017,"3",15.2814065777896,544.370315580097
"361","Elkhorn",2018,"1",14.9011089424212,587.813675803054
"362","Elkhorn",2018,"2",15.0026677095023,567.964778495912
"363","Elkhorn",2018,"3",15.2102397238255,556.821593862681
"364","Jasper",1983,"c_1_block1_bottom",14.8876657607998,613.125445289097
"365","Jasper",1983,"c_1_block1_top",14.3798077940953,625.045561772395
"366","Jasper",1983,"c_1_block2_bottom",14.8662354244443,597.132990371119
"367","Jasper",1983,"c_1_block2_top",14.5704938197195,608.385652124503
"368","Jasper",1983,"c_2_block1_bottom",14.7243025589012,618.538439538068
"369","Jasper",1983,"c_2_block1_top",14.7703371074402,604.614878845479
"370","Jasper",1983,"c_2_block2_bottom",14.5374993964865,652.342815827706
"371","Jasper",1983,"c_2_block2_top",14.4941276337404,651.087570487539
"372","Jasper",1983,"c_3_block1_bottom",14.9105422893605,608.020407732131
"373","Jasper",1983,"c_3_block1_top",14.8370765844212,619.198488067523
"374","Jasper",1983,"c_3_block2_bottom",14.7022832128892,618.006816264995
"375","Jasper",1983,"c_3_block2_top",14.681393696927,665.970894333218
"376","Jasper",1984,"c_1_block1_bottom",14.4361905316616,703.873174208603
"377","Jasper",1984,"c_1_block1_top",14.6283890030665,621.422985179286
"378","Jasper",1984,"c_1_block2_bottom",14.6683047922074,616.482004502619
"379","Jasper",1984,"c_1_block2_top",14.4481012028259,651.8381401005
"380","Jasper",1984,"c_2_block1_bottom",14.5118658335337,648.134939861666
"381","Jasper",1984,"c_2_block1_top",14.8698038257689,603.755860384379
"382","Jasper",1984,"c_2_block2_bottom",14.6008510298208,648.254189225193
"383","Jasper",1984,"c_2_block2_top",14.6859844258108,630.538730579309
"384","Jasper",1984,"c_3_block1_bottom",14.4685978190982,666.340715265584
"385","Jasper",1984,"c_3_block1_top",14.7445760208714,621.737819692142
"386","Jasper",1984,"c_3_block2_bottom",14.4987891517201,639.05944982487
"387","Jasper",1984,"c_3_block2_top",14.4594080752709,688.096784534569
"388","Jasper",1985,"c_1_block1_bottom",14.4180679888604,669.285712950999
"389","Jasper",1985,"c_1_block1_top",14.7519445885686,599.229094761502
"390","Jasper",1985,"c_1_block2_bottom",14.7414380317939,600.112559469874
"391","Jasper",1985,"c_1_block2_top",14.3635570736412,634.023941509096
"392","Jasper",1985,"c_2_block1_bottom",14.7267191627206,621.75174234951
"393","Jasper",1985,"c_2_block1_top",14.8709804202133,610.481394388295
"394","Jasper",1985,"c_2_block2_bottom",14.6992489523459,631.43342917927
"395","Jasper",1985,"c_2_block2_top",14.678054845452,649.432896997427
"396","Jasper",1985,"c_3_block1_bottom",14.821998364194,605.166633203889
"397","Jasper",1985,"c_3_block1_top",14.900469010887,582.461589483111
"398","Jasper",1985,"c_3_block2_bottom",14.6229325711553,615.445530491564
"399","Jasper",1985,"c_3_block2_top",14.5237819197762,619.746030575341
"400","Jasper",1986,"c_1_block1_bottom",14.5614943170489,616.371254261193
"401","Jasper",1986,"c_1_block1_top",14.5322656144576,637.941159574518
"402","Jasper",1986,"c_1_block2_bottom",14.3626845972013,629.85048808906
"403","Jasper",1986,"c_1_block2_top",14.7721778305989,602.364418874881
"404","Jasper",1986,"c_2_block1_bottom",14.7011670068923,630.789831194704
"405","Jasper",1986,"c_2_block1_top",14.777433939327,631.403113146591
"406","Jasper",1986,"c_2_block2_bottom",14.6509667734616,637.74430511439
"407","Jasper",1986,"c_2_block2_top",14.6652491129643,644.546479157519
"408","Jasper",1986,"c_3_block1_bottom",14.8775481083705,620.002356919497
"409","Jasper",1986,"c_3_block1_top",14.9332087219737,598.383695766401
"410","Jasper",1986,"c_3_block2_bottom",14.6057033836552,651.043060606225
"411","Jasper",1986,"c_3_block2_top",14.7806002731468,606.368787754761
"412","Jasper",1987,"c_1_block1_bottom",14.5713357101179,632.657325440201
"413","Jasper",1987,"c_1_block1_top",14.4650293903131,652.107477472499
"414","Jasper",1987,"c_1_block2_bottom",14.6216762142095,635.7061528096
"415","Jasper",1987,"c_1_block2_top",14.6314919880119,636.298915953863
"416","Jasper",1987,"c_2_block1_bottom",14.69014241721,641.252583788454
"417","Jasper",1987,"c_2_block1_top",14.7537583775122,639.406387735474
"418","Jasper",1987,"c_2_block2_bottom",14.6580028531436,648.84298515757
"419","Jasper",1987,"c_2_block2_top",14.784731072548,629.617854247697
"420","Jasper",1987,"c_3_block1_bottom",14.6592507061976,685.850370266824
"421","Jasper",1987,"c_3_block1_top",14.8637572086034,632.06917432152
"422","Jasper",1987,"c_3_block2_bottom",14.532558468125,663.454721852339
"423","Jasper",1987,"c_3_block2_top",14.6008794832525,686.925144369148
"424","Jasper",1988,"c_1_block1_bottom",15.0920974934159,585.7024732192
"425","Jasper",1988,"c_1_block1_top",15.0158416391165,611.380687268452
"426","Jasper",1988,"c_1_block2_bottom",14.9679129349963,621.59791804873
"427","Jasper",1988,"c_1_block2_top",14.7943866390536,641.888002274688
"428","Jasper",1988,"c_2_block1_bottom",15.0976443746726,594.617128695619
"429","Jasper",1988,"c_2_block1_top",15.0443684083925,613.55532783535
"430","Jasper",1988,"c_2_block2_bottom",14.8670231594524,636.269641959129
"431","Jasper",1988,"c_2_block2_top",15.0831871521127,610.102370555088
"432","Jasper",1988,"c_3_block1_bottom",15.089710081166,604.846139065552
"433","Jasper",1988,"c_3_block1_top",14.9059629314821,641.56666179525
"434","Jasper",1988,"c_3_block2_bottom",14.859138582861,625.731182786284
