Species,n,Temperature mean,Temperature median,Temperature lower limit (5%),Temperature upper limit (95%),Precipitation mean,Precipitation median,Precipitation lower limit (5%),Precipitation upper limit (95%)
Leptosiphon acicularis,34,15.17352941176474,15.150000000000034,12.750000000000057,17.68500000000004,1049.6911764705883,1035.1000000000001,557.0400000000001,1597.9799999999998
Leptosiphon bicolor,1019,14.793179587831242,14.950000000000045,11.450000000000045,17.55000000000001,862.490284592738,820.3000000000001,322.06000000000006,1590.48
Leptosiphon ciliatus,1888,10.13691737288139,9.750000000000057,4.08500000000002,17.05000000000001,1057.4791313559322,1085.15,467.47,1663.2999999999997
Leptosiphon jepsonii,14,14.971428571428602,14.550000000000011,14.450000000000045,16.190000000000023,1015.9928571428571,1040.5500000000002,836.98,1122.8
Leptosiphon latisectus,56,13.667857142857176,13.850000000000023,10.52500000000002,16.40000000000002,1285.4464285714287,980.1500000000001,723.6750000000001,2417.0249999999996
Leptosiphon liniflorus,759,15.036561264822168,15.050000000000011,11.950000000000045,17.750000000000057,497.44835309617923,467.90000000000003,245.26000000000002,831.2
Leptosiphon parviflorus,1505,13.910332225913656,13.750000000000057,11.750000000000057,16.55000000000001,662.8194019933555,588.6,349.64,1090
Lessingia ramulosa,83,15.019879518072324,14.950000000000045,13.350000000000023,16.650000000000034,987.3783132530122,965.1,668.4700000000001,1244.2
Linanthus dichotomus,572,14.739160839160872,14.850000000000023,10.650000000000034,17.750000000000057,649.3961538461539,494.8,259.03,1279
Linum bienne,1620,13.325308641975342,13.250000000000057,11.650000000000034,15.550000000000011,961.2922222222222,890.1,663.425,1531.2849999999999
Lithophragma heterophyllum,1776,13.6470157657658,13.850000000000023,11.950000000000045,15.950000000000045,862.4106981981982,829.4000000000001,490.8,1319.95
Logfia filaginoides,1338,15.778849028400632,15.950000000000045,13.050000000000011,18.065,490.5863976083707,439.35,265.90000000000003,934.2
Logfia gallica,1450,15.590000000000034,16.05000000000001,12.750000000000057,17.55000000000001,574.7944827586207,468.55,292.38,1203.4799999999996
Lomatium dasycarpum,2226,14.379065588499586,14.150000000000034,12.350000000000023,17.150000000000034,730.5727762803235,729.45,333.45000000000005,1184.775
Lomatium macrocarpum,820,10.648048780487839,11.250000000000057,5.045000000000013,16.05000000000001,1473.1821951219513,1362.15,447.295,2874.4300000000003
Lomatium marginatum,207,15.56690821256042,15.650000000000034,13.080000000000018,17.950000000000045,1108.0676328502416,937,604.8000000000001,1947.79
Lomatium utriculatum,1414,14.528147100424363,14.750000000000057,10.950000000000045,17.450000000000045,787.7003536067893,676.1500000000001,310.20000000000005,1721.995
Lupinus albifrons,4389,13.891079972658956,13.950000000000045,9.750000000000057,17.05000000000001,754.9048530416952,644.6,347.20000000000005,1411.3600000000001
Lupinus bicolor,8623,15.227177316479217,15.450000000000045,12.250000000000057,17.650000000000034,610.0442537399977,530.7,296.31,1188.3
Lupinus formosus,1470,13.54428571428575,13.950000000000045,7.595000000000022,17.450000000000045,628.8382312925171,568.3000000000001,345.77500000000003,1271.1149999999998
Lupinus luteolus,372,12.517473118279606,12.350000000000023,7.4500000000000455,16.750000000000057,978.994623655914,856.2,450.91,1904.7
Lupinus microcarpus,4377,15.215478638336794,15.250000000000057,12.550000000000011,17.750000000000057,576.1756911126342,518.7,287.5,1061.4999999999995
Lupinus nanus,2888,14.741066481994494,14.750000000000057,12.38500000000003,17.850000000000023,784.9524238227148,721.2,293.1,1499.8000000000002
Lupinus succulentus,4042,16.119297377535908,16.55000000000001,13.750000000000057,17.650000000000034,462.4452746165265,432.40000000000003,285.515,795.8399999999998
Lysimachia arvensis,11039,15.081035419875022,14.950000000000045,12.650000000000034,17.450000000000045,617.9978802427756,570.1,291,1109.1000000000001
Lythrum hyssopifolia,1350,15.436814814814849,16.150000000000034,12.350000000000023,17.750000000000057,629.1168148148148,523.8000000000001,285.5,1408.5849999999998
Madia elegans,3378,13.003463587921882,13.250000000000057,7.4500000000000455,16.750000000000057,888.7248371817644,826.5,435.90000000000003,1509.7199999999993
Madia exigua,984,13.433130081300847,13.650000000000034,8.750000000000057,16.55000000000001,977.0528455284554,850.9000000000001,352.40000000000003,1996.3000000000002
Madia gracilis,2495,13.252284569138311,13.850000000000023,7.4500000000000455,16.650000000000034,895.008376753507,758,366.9,1959.3000000000002
Madia sativa,1431,13.534696016771523,13.350000000000023,12.150000000000034,15.600000000000023,799.2782669461915,745.3000000000001,482.45000000000005,1239.75
Malacothrix coulteri,376,16.747074468085142,16.750000000000057,14.800000000000026,19.27500000000005,278.88457446808513,266.90000000000003,179.70000000000002,399.325
Marah fabacea,4957,14.08449667137385,13.750000000000057,12.450000000000045,16.950000000000045,715.3530764575348,704.6,434.86,1082.4199999999998
Matricaria discoidea,33,15.31060606060609,16.55000000000001,8.830000000000018,19.39000000000003,506.1636363636364,394.6,180.98000000000002,1127.9799999999996
Medicago lupulina,1400,15.11121428571432,15.850000000000023,9.945000000000045,18.05000000000001,646.4200714285714,536.1,300.04,1524.6000000000001
Medicago polymorpha,5320,15.694962406015073,16.250000000000057,12.950000000000045,17.750000000000057,559.9153195488722,509.95000000000005,282.39500000000004,1082.3400000000001
Melica californica,797,14.55928481806779,14.950000000000045,10.750000000000057,17.37000000000002,856.5148055207027,766.7,340.5,1768.2
Melica imperfecta,2315,15.340583153347767,15.750000000000057,11.950000000000045,17.350000000000023,472.47123110151193,449.1,273.2,757.6
Mentha pulegium,1993,14.005343702960396,13.850000000000023,11.450000000000045,16.950000000000045,993.3957852483693,960,527.38,1845.2399999999998
Micropus californicus,2031,14.652954209748925,14.450000000000045,12.150000000000034,17.650000000000034,783.3738552437223,744.1,352.40000000000003,1343.4500000000003
Microseris douglasii,839,15.737246722288472,15.850000000000023,13.350000000000023,17.650000000000034,487.3278903456496,420,268.2,925.3000000000001
Microseris elegans,101,16.022277227722803,16.150000000000034,13.750000000000057,18.150000000000034,455.22178217821784,409.20000000000005,266.90000000000003,811.9000000000001
Microsteris gracilis,1871,11.955665419561766,12.750000000000057,5.850000000000023,16.950000000000045,862.4345804382683,691.5,334.70000000000005,1958.2
Minuartia californica,174,15.018965517241414,15.350000000000023,11.550000000000011,18.150000000000034,911.4201149425288,887.8000000000001,460.14000000000004,1410.6699999999998
Minuartia douglasii,637,13.569623233908981,13.850000000000023,9.050000000000011,17.090000000000007,911.1783359497646,694.7,339.34000000000003,2095.7999999999984
Monolopia congdonii,41,17.357317073170773,17.450000000000045,16.350000000000023,18.850000000000023,255.6658536585366,229.3,175.9,338.20000000000005
Monolopia lanceolata,708,16.141807909604555,16.250000000000057,13.850000000000023,17.950000000000045,306.8416666666667,292.8,213.575,468.185
Muilla maritima,1682,14.835315101070188,14.850000000000023,11.550000000000011,17.450000000000045,516.5123067776457,489.5,293.3,806.3000000000001
Navarretia jepsonii,1,15.950000000000045,15.950000000000045,15.950000000000045,15.950000000000045,869.5,869.5,869.5,869.5
Navarretia pubescens,848,15.381839622641543,15.550000000000011,12.650000000000034,17.950000000000045,734.4996462264152,701.1,351.40000000000003,1249.8000000000002
Navarretia tagetina,292,16.1592465753425,16.55000000000001,12.750000000000057,18.250000000000057,891.4993150684932,876.9000000000001,549.0550000000001,1317.3000000000002
Nemophila heterophylla,1960,14.545408163265341,14.350000000000023,12.150000000000034,17.05000000000001,948.6905102040816,935.7,520.495,1590.3549999999998
Nemophila menziesii,6324,14.47340290955095,14.350000000000023,11.650000000000034,17.250000000000057,710.0469006957622,596.05,310.70000000000005,1347.4
Nemophila pedunculata,562,13.431316725978682,13.850000000000023,7.455000000000044,17.745000000000047,762.2957295373666,652.2,342.5,1435.4399999999991
Oxalis pes-caprae,11241,14.994177564273675,14.550000000000011,12.850000000000023,17.650000000000034,579.199448447647,567.5,275.7,916.5
Oxalis pilosa,253,14.716403162055371,14.850000000000023,12.050000000000011,17.250000000000057,654.0664031620554,594.7,313.86,1136.8599999999992
Panicum acuminatum,67,13.130597014925408,14.050000000000011,5.430000000000036,17.320000000000032,1181.8119402985076,1157.1000000000001,505.70000000000005,2058.82
Pectocarya penicillata,806,15.72704714640202,15.950000000000045,12.850000000000023,17.950000000000045,430.2389578163772,411.1,274.8,638.9250000000001
Pectocarya pusilla,213,14.559389671361535,14.550000000000011,11.450000000000045,17.790000000000042,1012.2328638497653,959.5,572.6,1726.2999999999993
Perideridia gairdneri,157,10.618152866242072,11.950000000000045,3.6100000000000363,15.450000000000045,1209.5261146496816,1068.6000000000001,516.06,2776.8999999999987
Perideridia kelloggii,427,13.66124121779863,13.750000000000057,9.440000000000026,17.250000000000057,976.0456674473069,852.5,541.6200000000001,1983.6099999999997
Phacelia ciliata,546,15.99304029304033,16.350000000000023,12.550000000000011,17.92500000000004,329.9811355311355,311.45000000000005,203.5,523
Phacelia imbricata,1755,13.643333333333368,13.850000000000023,9.550000000000011,16.650000000000034,621.0366951566951,561.1,356.27000000000004,1138.5
Phalaris aquatica,1243,14.507602574416769,14.450000000000045,12.650000000000034,16.950000000000045,678.8870474658086,588.9,340.31,1125.7
Phalaris paradoxa,421,16.24263657957248,16.55000000000001,13.550000000000011,18.150000000000034,527.6631828978623,484.20000000000005,263.1,1086
Pinus sabiniana,2117,14.8996457250827,14.750000000000057,12.350000000000023,17.250000000000057,762.3996221067549,665.9000000000001,401.5,1432.9199999999985
Pistacia atlantica,151,16.88907284768216,16.750000000000057,14.850000000000023,18.250000000000057,595.5,529.4,323.6,1037.2
Plagiobothrys canescens,885,16.216440677966137,16.450000000000045,13.850000000000023,18.150000000000034,455.4706214689266,406.6,237.00000000000003,816.0999999999999
Plagiobothrys nothofulvus,1715,15.167376093294495,15.350000000000023,12.150000000000034,17.55000000000001,700.7613411078718,610.7,314.15,1259.1599999999996
Plantago erecta,3793,15.318626417084136,15.550000000000011,12.650000000000034,17.450000000000045,620.7230160822568,528.1,279.1,1173.5599999999988
Plantago lanceolata,5846,14.271176873075643,14.050000000000011,11.550000000000011,17.250000000000057,767.2472630858707,704.3000000000001,331.225,1451.7
Platystemon californicus,4264,14.505769230769266,14.150000000000034,11.850000000000023,17.250000000000057,655.1733348968105,565.3000000000001,264.6,1344.3799999999999
Plectritis ciliosa,535,14.907009345794426,14.950000000000045,12.450000000000045,17.350000000000023,736.7130841121495,670.5,349.85,1269.12
Poa annua,1267,15.441318074191038,16.250000000000057,11.450000000000045,18.250000000000057,619.7431728492502,543.9,291.76,1329.2600000000002
Poa bulbosa,1108,13.425631768953103,13.750000000000057,7.850000000000023,17.650000000000034,865.4727436823105,785.35,362.43500000000006,1648.4299999999985
Poa secunda,3154,11.919942929613224,13.150000000000034,2.750000000000057,17.350000000000023,856.0223525681674,627.5500000000001,305.31000000000006,2008.215
Polycarpon tetraphyllum,1572,15.952608142493672,16.650000000000034,12.950000000000045,17.950000000000045,513.6676844783715,454.25,276.2,931.4399999999987
Polypogon monspeliensis,2981,15.607531029855787,16.350000000000023,12.350000000000023,17.850000000000023,533.060348876216,455.90000000000003,271.6,1141.4
Primula hendersonii,4796,13.878815679733144,13.850000000000023,11.350000000000023,16.350000000000023,920.0948915763137,884.5,499.67500000000007,1546.025
Pseudognaphalium californicum,4912,15.601872964169415,16.350000000000023,12.705000000000048,17.450000000000045,509.0052320846906,460.25,287.70500000000004,934.7399999999998
Pseudognaphalium canescens,132,14.878030303030336,16.05000000000001,8.460000000000017,17.49500000000003,519.4295454545455,469.8,300.12,961.4549999999986
Pseudognaphalium luteoalbum,256,15.969921875000036,16.50000000000003,12.92500000000004,18.075000000000017,530.129296875,499.9,299.77500000000003,893.2750000000001
Quercus agrifolia,17641,15.164290573096798,14.950000000000045,12.750000000000057,17.650000000000034,580.1212856414036,532.1,317.40000000000003,1022
Quercus douglasii,3224,15.263306451612937,15.150000000000034,13.350000000000023,17.450000000000045,707.6510235732011,654.1,368.80500000000006,1212.4
Quercus durata,2204,14.352767695099853,14.250000000000057,12.050000000000011,16.850000000000023,861.3202813067151,806.3000000000001,454.8,1412.4
Quercus lobata,6310,15.489128367670398,15.350000000000023,13.150000000000034,18.05000000000001,624.7813470681458,562.6,355.8,1043.2399999999993
Ranunculus californicus,4700,13.943063829787269,13.750000000000057,12.150000000000034,16.55000000000001,730.4761489361703,691.9000000000001,347.88500000000005,1098.13
Ranunculus muricatus,919,14.789825897714943,14.450000000000045,12.350000000000023,17.750000000000057,824.9169749727965,783.9000000000001,455.3,1354.0599999999997
Ranunculus occidentalis,1400,12.885000000000035,13.450000000000045,7.150000000000034,16.650000000000034,1206.2145714285714,1100.2,507.3,2244.0599999999995
Raphanus sativus,8339,15.3540652356398,16.150000000000034,12.750000000000057,17.450000000000045,576.9836551145222,529.7,274.3,1087.7299999999993
Rigiopappus leptocladus,457,13.741028446389532,13.950000000000045,9.230000000000052,16.650000000000034,802.4109409190372,773.4000000000001,344.6,1818.8600000000001
Rubus ursinus,7623,13.881955922865048,13.450000000000045,11.450000000000045,17.150000000000034,812.6761248852158,748.4000000000001,337.2200000000001,1516.68
Rumex acetosella,2348,12.467589437819456,13.050000000000011,6.9500000000000455,16.250000000000057,1010.6199318568996,856.5,477.6,2039.4
Rumex crispus,2163,15.46863153028205,16.350000000000023,11.550000000000011,17.55000000000001,585.2190476190476,509.1,279.08000000000004,1363.3000000000002
Rumex pulcher,301,15.434717607973456,15.550000000000011,12.750000000000057,17.950000000000045,640.7734219269104,573.8000000000001,291,1261.8000000000002
Sagina apetala,218,15.385779816513795,15.550000000000011,12.650000000000034,18.05000000000001,677.2931192660551,615.4000000000001,284.365,1353.425
Salsola tragus,865,15.513121387283274,16.55000000000001,8.850000000000023,18.330000000000027,443.9734104046243,431.1,231.9,693.6799999999998
Salvia carduacea,895,16.651675977653667,16.950000000000045,14.350000000000023,18.850000000000023,339.66670391061456,339.70000000000005,215.26000000000002,485.06
Salvia columbariae,5926,15.503509956125583,15.950000000000045,12.150000000000034,17.750000000000057,486.45356058049276,456.20000000000005,276.79999999999995,866.9000000000001
Sanicula bipinnata,544,15.165992647058859,15.150000000000034,12.650000000000034,17.950000000000045,688.320036764706,600.5,347.6,1225.9150000000002
Sanicula bipinnatifida,4018,14.424240915878581,14.150000000000034,12.350000000000023,16.950000000000045,793.3213290194127,757.7,353.5,1348.0199999999998
Sanicula crassicaulis,4458,14.24697173620461,14.050000000000011,11.850000000000023,16.850000000000023,784.9696949304621,742.1,333,1433.9
Scandix pecten-veneris,1040,14.406923076923112,14.150000000000034,12.650000000000034,16.950000000000045,824.5623076923077,793.85,489.3,1291.4049999999997
Schismus arabicus,276,15.876449275362353,15.750000000000057,13.125000000000028,19.05000000000001,356.0235507246377,349.20000000000005,195.425,594.3000000000001
Scorzoneroides autumnalis,1,14.350000000000023,14.350000000000023,14.350000000000023,14.350000000000023,618.2,618.2,618.2,618.2
Scutellaria siphocampyloides,673,12.302897473997062,12.050000000000011,8.550000000000011,17.19000000000004,734.6635958395245,590.3000000000001,361.08000000000004,1493.7
Selaginella bigelovii,2579,15.826735168670062,16.250000000000057,13.250000000000057,17.450000000000045,454.51853431562625,433.90000000000003,298.2,687.8000000000001
Senecio eurycephalus,16,14.506250000000033,15.05000000000004,11.975000000000037,17.175000000000026,1180.98125,1188.2,753.4250000000001,1658.5500000000002
Senecio vulgaris,2887,15.638430897125078,16.150000000000034,12.850000000000023,17.950000000000045,604.0092829927261,539.5,286.3,1188.3
Sherardia arvensis,1324,14.798716012084626,14.150000000000034,12.050000000000011,17.850000000000023,821.2024169184291,780.5500000000001,322.045,1501.2049999999986
Sidalcea diploscypha,500,14.572800000000038,14.150000000000034,13.350000000000023,17.650000000000034,905.0204000000001,813.6,525.29,1383.0449999999996
Sidalcea malviflora,4267,13.263358331380395,13.150000000000034,11.550000000000011,16.150000000000034,774.8219592219358,746.4000000000001,416.3,1122
Silene gallica,4328,15.189163585951976,15.550000000000011,12.450000000000045,17.250000000000057,611.1772643253236,517.3,283.1,1198.3749999999995
Silybum marianum,7160,15.471717877095008,15.550000000000011,12.850000000000023,17.650000000000034,583.8554608938548,535.4,313.8,1028.62
Sinapis arvensis,571,16.15963222416816,16.650000000000034,13.150000000000034,18.250000000000057,530.8725043782838,521.3000000000001,290.7,910.4000000000001
Sisymbrium altissimum,851,13.614394829612255,14.050000000000011,7.650000000000034,17.450000000000045,536.3276145710929,495.40000000000003,312.25,935.95
Sisymbrium irio,1061,16.971771913289384,16.950000000000045,15.550000000000011,18.250000000000057,367.5608859566447,339.1,243.10000000000002,582.9
Sisymbrium officinale,1063,15.992427093132678,16.650000000000034,13.150000000000034,17.340000000000025,491.641768579492,343.20000000000005,339.6,1021.7399999999998
Sisyrinchium bellum,13601,14.278784648187667,14.050000000000011,11.950000000000045,16.950000000000045,710.2286817145798,671.2,303.5,1229.7
Sonchus asper,2251,15.421790315415404,16.350000000000023,12.250000000000057,17.650000000000034,567.3721457130165,476.5,285.2,1144.8000000000002
Sonchus oleraceus,3078,16.05594541910335,16.650000000000034,12.950000000000045,17.850000000000023,485.2495451591943,421.20000000000005,269.5,895.3049999999992
Stellaria media,2663,14.941438227562934,14.550000000000011,12.450000000000045,17.750000000000057,690.4180623357116,619.8000000000001,319.8,1320.69
Stellaria nitens,415,14.612650602409671,14.850000000000023,11.350000000000023,17.580000000000013,720.3395180722891,574.7,301.75000000000006,1494.5199999999988
Stephanomeria exigua,956,15.192573221757357,15.950000000000045,9.450000000000045,17.87500000000003,459.5150627615063,439.70000000000005,285.65000000000003,724.825
Stephanomeria pauciflora,254,15.48425196850397,15.950000000000045,10.41000000000002,18.58500000000002,400.60748031496064,379.6,247.97500000000002,655.585
Stipa pulchra,1749,15.236849628359098,15.250000000000057,12.850000000000023,17.350000000000023,600.9729559748428,549.2,279.14,1109.1000000000001
Taraxia ovata,4023,13.529691772309256,13.450000000000045,12.450000000000045,15.050000000000011,820.4058165548099,803.1,502.8,1143.7799999999997
Tetrapteron graciliflorum,307,14.937622149837168,14.950000000000045,12.650000000000034,17.460000000000022,554.2175895765473,503.5,308,985.6
Tetrapteron palmeri,38,14.465789473684245,14.30000000000004,12.805000000000021,16.155000000000015,372.41315789473686,390.30000000000007,272.02500000000003,429.495
Thermopsis macrophylla,159,12.004716981132109,12.050000000000011,8.250000000000057,15.450000000000045,1281.9062893081762,742,567.43,2902.13
Thysanocarpus curvipes,2285,14.947768052516446,15.250000000000057,11.750000000000057,17.650000000000034,729.11352297593,600.5,307.28000000000003,1400.7
Thysanocarpus laciniatus,1034,15.437234042553227,15.550000000000011,13.050000000000011,17.250000000000057,479.4071566731142,465.20000000000005,274.90000000000003,694.4249999999997
Torilis arvensis,876,15.009246575342502,15.150000000000034,11.750000000000057,17.55000000000001,848.983904109589,721.1,319.775,1766.4500000000003
Torilis nodosa,371,15.62061994609168,15.550000000000011,13.55000000000004,17.850000000000023,590.8204851752022,560.8000000000001,310.95000000000005,997.8
Toxicodendron diversilobum,22787,14.776286917979585,14.450000000000045,12.450000000000045,17.55000000000001,702.866893404134,626.8000000000001,324.20000000000005,1267.0700000000002
Toxicoscordion fremontii,5594,13.97440114408298,13.750000000000057,12.250000000000057,16.650000000000034,758.7099570968895,791.5,340.12000000000006,1128.2
Tragopogon dubius,1030,10.803786407767026,11.150000000000034,5.250000000000057,16.350000000000023,857.7518446601943,759,369.75,1696.995
Tragopogon porrifolius,2212,14.522197106690813,14.450000000000045,12.650000000000034,16.950000000000045,698.5924050632912,618.45,362.6,1138.5
Trichostema lanceolatum,3143,15.594893413935765,16.250000000000057,12.550000000000011,17.850000000000023,617.2790327712377,519.1,313.1,1264.8299999999997
Trichostema laxum,346,13.801734104046277,14.250000000000057,8.700000000000031,16.850000000000023,1159.113583815029,1103.2,764,1725.0500000000002
Trifolium albopurpureum,1211,14.659496284062792,14.550000000000011,12.150000000000034,17.450000000000045,593.2802642444261,548.6,284.95000000000005,1124.25
Trifolium angustifolium,1000,13.339900000000032,13.150000000000034,12.445000000000045,14.750000000000057,762.12,735.95,477.6,1125.7
Trifolium barbigerum,381,13.935301837270377,13.450000000000045,12.150000000000034,16.250000000000057,746.682939632546,747.7,463.6,1118.2
Trifolium bifidum,647,14.48539412673883,14.250000000000057,12.050000000000011,17.55000000000001,878.5885625965998,805.7,490.44000000000005,1595.5
Trifolium campestre,903,13.87414174972318,13.550000000000011,12.560000000000015,16.750000000000057,771.4558139534884,762.3000000000001,465,1092.5
Trifolium ciliolatum,1410,15.032269503546134,15.000000000000028,12.550000000000011,17.450000000000045,693.0546808510638,596.6,330.7900000000001,1317.7799999999997
Trifolium depauperatum,2184,15.221886446886481,15.250000000000057,12.350000000000023,18.05000000000001,717.6165293040293,658.6,285.875,1207.8
Trifolium dubium,1207,14.158036454018262,13.850000000000023,11.550000000000011,17.450000000000045,988.9666114333057,888.7,519.38,1811.7800000000004
Trifolium fragiferum,675,15.327185185185218,15.450000000000045,12.150000000000034,17.850000000000023,616.118962962963,547.6,304.8,1122.8
Trifolium fucatum,771,14.361413748378764,14.050000000000011,11.850000000000051,17.450000000000045,865.6621271076524,813.1,472.90000000000003,1602.25
Trifolium glomeratum,332,14.61716867469883,14.150000000000034,12.250000000000057,17.79500000000004,881.9036144578314,799.6,489.70500000000004,1679.16
Trifolium gracilentum,964,15.124896265560201,15.150000000000034,12.250000000000057,17.450000000000045,500.5911825726141,464.8,259.8,852.595
Trifolium hirtum,4975,14.730422110552798,14.550000000000011,12.450000000000045,17.250000000000057,753.3754170854272,701.1,336.3,1296.5700000000002
Trifolium microcephalum,1584,14.06761363636367,14.550000000000011,8.565000000000015,17.250000000000057,759.0052398989899,602.3000000000001,293.51,1830.6499999999999
Trifolium microdon,339,13.996902654867291,13.750000000000057,11.540000000000015,16.55000000000001,851.196755162242,762.3000000000001,350.24,1629.8799999999992
Trifolium oliganthum,225,14.183777777777811,14.250000000000057,11.290000000000056,17.630000000000027,884.8635555555556,822.6,448.12000000000006,1804.1799999999992
Trifolium pratense,509,11.923280943025576,11.550000000000011,7.150000000000034,16.850000000000023,1277.696463654224,1414.4,514.4,2208.739999999998
Trifolium subterraneum,912,14.085526315789508,13.950000000000045,11.805000000000039,16.950000000000045,914.9723684210527,858.7,529.1,1515.6849999999997
Trifolium variegatum,1552,14.013208762886633,14.450000000000045,7.550000000000011,17.55000000000001,869.8467783505155,780.3000000000001,404.69000000000005,1693.7899999999959
Trifolium willdenovii,5036,14.704567116759367,14.550000000000011,12.250000000000057,17.250000000000057,716.4166401906275,600.3000000000001,312.07500000000005,1391.3250000000003
Triphysaria eriantha,2507,15.508197048264893,16.05000000000001,12.550000000000011,18.150000000000034,824.0189469485441,771.1,464.66,1338
Triphysaria pusilla,520,13.784807692307725,13.750000000000057,11.450000000000045,16.750000000000057,920.5784615384616,782.25,504.64000000000004,1893.4
Triteleia hyacinthina,2468,13.488938411669402,14.150000000000034,6.9500000000000455,17.515000000000033,1030.6038897893031,917.7,520.9100000000001,1959.1000000000001
Triteleia ixioides,2956,10.958525033829535,12.550000000000011,3.250000000000057,16.650000000000034,1125.3069688768608,1093.45,476.57500000000005,1844.0000000000002
Triteleia laxa,7534,14.31544996018055,14.050000000000011,12.450000000000045,17.05000000000001,812.0923679320415,780.3000000000001,459.93,1281.8749999999998
Tropidocarpum gracile,609,16.0294745484401,16.250000000000057,13.150000000000034,18.05000000000001,405.7464696223317,379.70000000000005,238.50000000000003,669.9800000000002
Uropappus lindleyi,3596,15.147274749721948,15.350000000000023,12.550000000000011,17.250000000000057,580.274276974416,487.25,291.825,1143.5
Urospermum picroides,828,15.392753623188444,15.750000000000057,13.085000000000019,17.250000000000057,612.1908212560387,613.75,438.20000000000005,806.3000000000001
Velezia rigida,113,15.534955752212426,15.850000000000023,12.450000000000045,18.05000000000001,902.9929203539823,872.9000000000001,477.76,1736.499999999999
Vicia americana,2560,12.257734375000034,12.750000000000057,7.250000000000057,16.450000000000045,985.2775781250001,748,381.70000000000005,2371.654999999999
Vicia sativa,5108,14.512372748629636,14.250000000000057,12.250000000000057,17.05000000000001,779.9405833985904,722.25,361.05000000000007,1433.9
Vicia tetrasperma,160,13.090625000000031,13.200000000000045,11.050000000000011,16.155000000000033,1000.448125,796.4000000000001,493.96000000000004,1758.555
Vicia villosa,6924,15.270233968804195,15.150000000000034,12.850000000000023,17.55000000000001,676.7392403235125,605.8000000000001,329.1,1132.0099999999998
Viola douglasii,884,13.799208144796419,14.550000000000011,8.650000000000034,17.035000000000007,858.0409502262444,860.6,464.6,1375.7099999999998
Viola pedunculata,4739,14.753713863684355,14.550000000000011,12.750000000000057,16.950000000000045,539.7978054441866,522.3000000000001,313.70000000000005,843.8399999999993
Wyethia angustifolia,2088,13.430555555555591,13.550000000000011,11.050000000000011,15.650000000000034,928.9635536398467,865.9000000000001,563,1519.269999999999
Wyethia glabra,923,13.927789815818016,13.850000000000023,12.550000000000011,15.950000000000045,870.7451787648971,864.9000000000001,521.11,1176.2
Zeltnera davyi,287,13.965679442508746,13.650000000000034,12.550000000000011,15.720000000000049,604.2770034843206,553.2,394.93000000000006,917.7
Zeltnera trichanta,13,15.942307692307727,15.850000000000023,12.850000000000012,17.950000000000045,839.9307692307692,848.3000000000001,480.1,1266.5599999999993
Avena DUMMY,NA,15.678754816123352,16.25000000000003,12.63000000000003,17.80000000000004,556.6785282825076,493.65000000000003,278.65,1140.66
Festuca DUMMY,NA,14.915290730476952,15.30000000000004,11.30000000000004,17.75000000000003,705.0210475675968,577.125,296.3675,1565.5249999999999
Hypochaeris DUMMY,NA,14.596633603712197,14.700000000000045,12.100000000000051,17.10000000000005,745.1945248286902,639.8000000000001,381.55,1489.8925
