Year,Unit,Transect,Species,notes ,
2002,Mon Hill,7,Avebar,,
2002,Mon Hill,7,Brodia,,
2002,Mon Hill,7,Brohor,,
2002,Mon Hill,7,Bromadr,,
2002,Mon Hill,7,Erobot,,
2002,Mon Hill,7,Naspul,,
2002,Mon Hill,7,Vulmyu,,
2002,Mon Hill,8,Avebar,,
2002,Mon Hill,8,Brodia,,
2002,Mon Hill,8,Brohor,,
2002,Mon Hill,8,Bromadr,,
2002,Mon Hill,8,Erobot,,
2002,Mon Hill,8,Filgal,,
2002,Mon Hill,8,Naspul,,
2002,Mon Hill,8,Vulmyu,,
2002,NClayhill,3,Avebar,,
2002,NClayhill,3,Brodia,,
2002,NClayhill,3,Brohor,,
2002,NClayhill,3,Bromadr,,
2002,NClayhill,3,Calspl,,
2002,NClayhill,3,Cryptantha sp,,
2002,NClayhill,3,Diccap,,
2002,NClayhill,3,Erobot,,
2002,NClayhill,3,Hypgla,,
2002,NClayhill,3,Naspul,,
2002,NClayhill,3,Sanbip,,
2002,NClayhill,3,Vulmyu,,
2002,NClayhill,4,Avebar,,
2002,NClayhill,4,Brodia,,
2002,NClayhill,4,Brohor,,
2002,NClayhill,4,Bromadr,,
2002,NClayhill,4,Chaalb,,
2002,NClayhill,4,Diccap,,
2002,NClayhill,4,Erobot,,
2002,NClayhill,4,Naspul,,
2002,NClayhill,4,Sanbip,,
2002,NClayhill,107,Avebar,,
2002,NClayhill,107,Brodia,,
2002,NClayhill,107,Brohor,,
2002,NClayhill,107,Bromadr,,
2002,NClayhill,107,Calspl,,
2002,NClayhill,107,Erobot,,
2002,NClayhill,107,Eupspa,,
2002,NClayhill,107,FRIBIF,,
2002,NClayhill,107,Hordeum sp,,
2002,NClayhill,107,Hypgla,,
2002,NClayhill,107,Naspul,,
2002,NClayhill,107,Sanarg,,
2002,NClayhill,107,Vulmyu,,
2002,NClayhill,192,Avebar,,
2002,NClayhill,192,Brodia,,
2002,NClayhill,192,Brohor,,
2002,NClayhill,192,Bromadr,,
2002,NClayhill,192,Calspl,,
2002,NClayhill,192,Dodcle,,
2002,NClayhill,192,Erobot,,
2002,NClayhill,192,Erocic,,
2002,NClayhill,192,Eupspa,,
2002,NClayhill,192,Hedcre,,
2002,NClayhill,192,Holvir,,
2002,NClayhill,192,Naspul,,
2002,NClayhill,192,Sanbip,,
2002,NClayhill,192,Sidmal,,
2002,NClayhill,192,Vulmyu,,
2002,SylCon,1,Brodia,,
2002,SylCon,1,Brohor,,
2002,SylCon,1,Bromadr,,
2002,SylCon,1,Erobot,,
2002,SylCon,1,Naspul,,
2002,SylCon,1,Poasec,,
2002,SylCon,1,Sidmal,,
2002,SylCon,1,Vioped,,
2002,SylCon,1,Vulmyu,,
2002,SylCon,2,Avebar,,
2002,SylCon,2,Brodia,,
2002,SylCon,2,Brohor,,
2002,SylCon,2,Bromadr,,
2002,SylCon,2,Diccap,,
2002,SylCon,2,Erobot,,
2002,SylCon,2,Lamaur,,
2002,SylCon,2,Medpol,,
2002,SylCon,2,Naspul,,
2002,SylCon,2,Vulmyu,,
2002,SylCon,3,Asceri,,
2002,SylCon,3,Avebar,,
2002,SylCon,3,Brodia,,
2002,SylCon,3,Brohor,,
2002,SylCon,3,Bromadr,,
2002,SylCon,3,Diccap,,
2002,SylCon,3,Erobot,,
2002,SylCon,3,Naspul,,
2002,SylCon,3,Sidmal,,
2002,SylCon,4,Avebar,,
2002,SylCon,4,Brodia,,
2002,SylCon,4,Brohor,,
2002,SylCon,4,Bromadr,,
2002,SylCon,4,Eripalp,,
2002,SylCon,4,Erobot,,
2002,SylCon,4,Naspul,,
2002,SylCon,4,Sidmal,,
2002,SylCon,4,Vulmyu,,
2002,Sylvan,1,Avebar,,
2002,Sylvan,1,Brodia,,
2002,Sylvan,1,Brohor,,
2002,Sylvan,1,Bromadr,,
2002,Sylvan,1,Erobot,,
2002,Sylvan,1,Naspul,,
2002,Sylvan,1,Poasec,,
2002,Sylvan,1,Sidmal,,
2002,Sylvan,1,Vulmyu,,
2002,Sylvan,2,Asceri,,
2002,Sylvan,2,Avebar,,
2002,Sylvan,2,Brodia,,
2002,Sylvan,2,Brohor,,
2002,Sylvan,2,Bromadr,,
2002,Sylvan,2,Calmac,,
2002,Sylvan,2,Chapol,,
2002,Sylvan,2,Dodcle,,
2002,Sylvan,2,Erielo,,
2002,Sylvan,2,Erobot,,
2002,Sylvan,2,Naspul,,
2002,Sylvan,2,Sanarg,,
2002,Sylvan,2,Sidmal,,
2002,Sylvan,2,Vulmyu,,
2002,Sylvan,3,Asceri,,
2002,Sylvan,3,Avebar,,
2002,Sylvan,3,Brohor,,
2002,Sylvan,3,Bromadr,,
2002,Sylvan,3,Dodcle,,
2002,Sylvan,3,Erobot,,
2002,Sylvan,3,Naspul,,
2002,Sylvan,3,Sidmal,,
2002,Sylvan,3,Vulmyu,,
2002,Sylvan,4,Avebar,,
2002,Sylvan,4,Brohor,,
2002,Sylvan,4,Bromadr,,
2002,Sylvan,4,Dodcle,,
2002,Sylvan,4,Eripalp,,
2002,Sylvan,4,Erobot,,
2002,Sylvan,4,Naspul,,
2002,Sylvan,4,Sidmal,,
2002,Sylvan,4,Vioped,,
2002,Sylvan,4,Vulmyu,,
2002,Sylvan,5,Avebar,,
2002,Sylvan,5,Brohor,,
2002,Sylvan,5,Bromadr,,
2002,Sylvan,5,Erobot,,
2002,Sylvan,5,Filgal,,
2002,Sylvan,5,Naspul,,
2002,Sylvan,5,Sanarg,,
2002,Sylvan,5,Sidmal,,
2002,Sylvan,5,Vulmyu,,
2002,Sylvan,6,Avebar,,
2002,Sylvan,6,Brodia,,
2002,Sylvan,6,Brohor,,
2002,Sylvan,6,Bromadr,,
2002,Sylvan,6,Erifol,,
2002,Sylvan,6,Erobot,,
2002,Sylvan,6,Eromos,,
2002,Sylvan,6,Lomutr,,
2002,Sylvan,6,Naspul,,
2002,Sylvan,6,Poasec,,
2002,Sylvan,6,Sedge sp ,,
2002,Sylvan,6,Sidmal,,
2002,Sylvan,6,Vulmyu,,
2002,Sylvan,7,Avebar,,
2002,Sylvan,7,Brodia,,
2002,Sylvan,7,Brohor,,
2002,Sylvan,7,Bromadr,,
2002,Sylvan,7,Erobot,,
2002,Sylvan,7,Holvir,,
2002,Sylvan,7,Naspul,,
2002,Sylvan,7,Sedge sp ,,
2002,Sylvan,7,Sidmal,,
2002,WM,5,Avebar,,
2002,WM,5,Brodia,,
2002,WM,5,Brohor,,
2002,WM,5,Bromadr,,
2002,WM,5,Dodcle,,
2002,WM,5,Erifol,,
2002,WM,5,Erobot,,
2002,WM,5,Filgal,,
2002,WM,5,Holvir,,
2002,WM,5,Lesfil,,
2002,WM,5,Naspul,,
2002,WM,5,Sanarg,,
2002,WM,5,Sidmal,,
2002,WM,5,Sisbel,,
2002,WM,5,Vioped,,
2002,WM,5,Vulmyu,,
2002,WM,6,Avebar,,
2002,WM,6,Brodia,,
2002,WM,6,Brohor,,
2002,WM,6,Erobot,,
2002,WM,6,Naspul,,
2002,WM,6,Vulmyu,,
2002,WM,110,Avebar,,
2002,WM,110,Brodia,,
2002,WM,110,Brohor,,
2002,WM,110,Erobot,,
2002,WM,110,Naspul,,
2002,WM,110,Vulmyu,,
2002,WM,191,Avebar,,
2002,WM,191,Brodia,,
2002,WM,191,Brohor,,
2002,WM,191,Erobot,,
2002,WM,191,Holvir,,
2002,WM,191,Naspul,,
2002,WM,191,Vulmyu,,
2002,WM,204,Ambpsi,,
2002,WM,204,Avebar,,
2002,WM,204,Brodia,,
2002,WM,204,Brohor,,
2002,WM,204,Erobot,,
2002,WM,204,Hirinc,,
2002,WM,204,Holvir,,
2002,WM,204,Hordeum sp,,
2002,WM,204,Lolmul,,
2002,WM,204,Naspul,,
2002,WM,204,Rumcri,,
2002,WM,204,Sanbip,,
2002,WM,204,Vulmyu,,
2002,WM,292,Ambpsi,,
2002,WM,292,Asceri,,
2002,WM,292,Avebar,,
2002,WM,292,Brodia,,
2002,WM,292,Brohor,,
2002,WM,292,Erobot,,
2002,WM,292,Eromos,,
2002,WM,292,Hirinc,,
2002,WM,292,Lolmul,,
2002,WM,292,Naspul,,
2002,WM,292,Ranocc,,
2002,WM,292,Sanarg,,
2002,WM,292,Sanbip,,
2002,WM,292,Sisbel,,
2002,WM,292,Vulmyu,,
2001,3Hills,5,Asceri,,
2001,3Hills,5,Avebar,,
2001,3Hills,5,Brodia,,
2001,3Hills,5,Brohor,,
2001,3Hills,5,Bromadr,,
2001,3Hills,5,Cerglo,,
2001,3Hills,5,Clapur,,
2001,3Hills,5,Diccap,,
2001,3Hills,5,Ereset,,
2001,3Hills,5,Erielo,,
2001,3Hills,5,Erobot,,
2001,3Hills,5,Eromos,,
2001,3Hills,5,Filgal,,
2001,3Hills,5,Holvir,,
2001,3Hills,5,Hypgla,,
2001,3Hills,5,Lacser,,
2001,3Hills,5,Lorpur,,
2001,3Hills,5,Naspul,,
2001,3Hills,5,Sanarg,,
2001,3Hills,5,Sidmal,,
2001,3Hills,5,Silgal,,
2001,3Hills,5,Sonasp,,
2001,3Hills,5,Vulmyu,,
2001,3Hills,6,Avebar,,
2001,3Hills,6,Brodia,,
2001,3Hills,6,Brohor,,
2001,3Hills,6,Bromadr,,
2001,3Hills,6,Calspl,,
2001,3Hills,6,Elyely,,
2001,3Hills,6,Ereset,,
2001,3Hills,6,Erobot,,
2001,3Hills,6,Filgal,,
2001,3Hills,6,Hypgla,,
2001,3Hills,6,Naspul,,
2001,3Hills,6,Sidmal,,
2001,3Hills,6,Sonasp,,
2001,3Hills,6,Vioped,,
2001,3Hills,6,Vulmyu,,
2001,3Hills,7,Avebar,,
2001,3Hills,7,Brodia,,
2001,3Hills,7,Brohor,,
2001,3Hills,7,Bromadr,,
2001,3Hills,7,Calspl,,
2001,3Hills,7,Chlpar,,
2001,3Hills,7,Clapur,,
2001,3Hills,7,Diccap,,
2001,3Hills,7,Erobot,,
2001,3Hills,7,Erocic,,
2001,3Hills,7,Hypgla,,
2001,3Hills,7,Lacser,,
2001,3Hills,7,Lesfil,,
2001,3Hills,7,Melimp,,
2001,3Hills,7,Naspul,,
2001,3Hills,7,Sanarg,,
2001,3Hills,7,Sidmal,,
2001,3Hills,7,Silgal,,
2001,3Hills,7,Sonasp,,
2001,3Hills,7,Vioped,,
2001,3Hills,8,Asceri,,
2001,3Hills,8,Avebar,,
2001,3Hills,8,Brodia,,
2001,3Hills,8,Brohor,,
2001,3Hills,8,Diccap,,
2001,3Hills,8,Ereset,,
2001,3Hills,8,Erobot,,
2001,3Hills,8,Filgal,,
2001,3Hills,8,Holvir,,
2001,3Hills,8,Lacser,,
2001,3Hills,8,Naspul,,
2001,3Hills,8,Sidmal,,
2001,3Hills,8,Silgal,,
2001,3Hills,8,Vioped,,
2001,3Hills,8,Vulmyu,,
2001,3Hills,9,Naspul,,
2001,3Hills,9,Anaarv,,
2001,3Hills,9,Avebar,,
2001,3Hills,9,Brodia,,
2001,3Hills,9,Brohor,,
2001,3Hills,9,Calspl,,
2001,3Hills,9,Clapur,,
2001,3Hills,9,Dodcle,,
2001,3Hills,9,Ereset,,
2001,3Hills,9,Erifas,,
2001,3Hills,9,Erobot,,
2001,3Hills,9,Lacser,,
2001,3Hills,9,Sidmal,,
2001,3Hills,9,Vioped,,
2001,3Hills,110,Anaarv,,
2001,3Hills,110,Avebar,,
2001,3Hills,110,Brodia,,
2001,3Hills,110,Brohor,,
2001,3Hills,110,Bromadr,,
2001,3Hills,110,Calspl,,
2001,3Hills,110,Cerglo,,
2001,3Hills,110,Clapur,,
2001,3Hills,110,Concan,,
2001,3Hills,110,Daupus,,
2001,3Hills,110,Dodcle,,
2001,3Hills,110,Ereset,,
2001,3Hills,110,Erobot,,
2001,3Hills,110,Filgal,,
2001,3Hills,110,Gasven,,
2001,3Hills,110,Holvir,,
2001,3Hills,110,Hypgla,,
2001,3Hills,110,Lacser,,
2001,3Hills,110,Lorpur,,
2001,3Hills,110,Naspul,,
2001,3Hills,110,Poasec,,
2001,3Hills,110,Sidmal,,
2001,3Hills,110,Trilan,,
2001,3Hills,110,Vioped,,
2001,3Hills,110,Vulmyu,,
2001,3Hills,190,Asceri,,
2001,3Hills,190,Avebar,,
2001,3Hills,190,Brodia,,
2001,3Hills,190,Brohor,,
2001,3Hills,190,Bromadr,,
2001,3Hills,190,Calspl,,
2001,3Hills,190,Cerglo,,
2001,3Hills,190,Clapur,,
2001,3Hills,190,Elyely,,
2001,3Hills,190,Erobot,,
2001,3Hills,190,Lacser,,
2001,3Hills,190,Lesfil,,
2001,3Hills,190,Lorpur,,
2001,3Hills,190,Naspul,,
2001,3Hills,190,Sidmal,,
2001,3Hills,190,Sonasp,,
2001,3Hills,190,Vioped,,
2001,3Hills,190,Vulmyu,,
2001,3Hills,218,Brodia,,
2001,3Hills,218,Brohor,,
2001,3Hills,218,Calmac,,
2001,3Hills,218,Clapur,,
2001,3Hills,218,Diccap,,
2001,3Hills,218,Ereset,,
2001,3Hills,218,Erobot,,
2001,3Hills,218,Eromos,,
2001,3Hills,218,Holvir,,
2001,3Hills,218,Hypgla,,
2001,3Hills,218,Naspul,,
2001,3Hills,218,Sidmal,,
2001,3Hills,218,Silgal,,
2001,3Hills,218,Vulmyu,,
2001,3Hills,263,Brodia,,
2001,3Hills,263,Brohor,,
2001,3Hills,263,Bromadr,,
2001,3Hills,263,Calspl,,
2001,3Hills,263,Diccap,,
2001,3Hills,263,Ereset,,
2001,3Hills,263,Erobot,,
2001,3Hills,263,Hypgla,,
2001,3Hills,263,Lacser,,
2001,3Hills,263,Naspul,,
2001,3Hills,263,Sidmal,,
2001,3Hills,263,Silgal,,
2001,3Hills,263,Sonasp,,
2001,3Hills,263,Vioped,,
2001,3Hills,263,Vulmyu,,
2001,Burro,5,Avebar,,
2001,Burro,5,Brodia,,
2001,Burro,5,Brohor,,
2001,Burro,5,Bromadr,,
2001,Burro,5,Broterk,,
2001,Burro,5,Calcil,,
2001,Burro,5,Cerglo,,
2001,Burro,5,Clapur,,
2001,Burro,5,Cracon,,
2001,Burro,5,Cryptantha sp,,
2001,Burro,5,Erobot,,
2001,Burro,5,Erocic,,
2001,Burro,5,Gasven,,
2001,Burro,5,Hemfas,,
2001,Burro,5,Holvir,,
2001,Burro,5,Hypgla,,
2001,Burro,5,Lacser,,
2001,Burro,5,Lascal,,
2001,Burro,5,Lepnit,,
2001,Burro,5,Muimar,,
2001,Burro,5,Silgal,,
2001,Burro,5,Sonasp,,
2001,Burro,5,Trilan,,
2001,Burro,5,Unk forb,,
2001,Burro,5,Urolin,,
2001,Burro,5,Vulmyu,,
2001,Burro,6,Avebar,,
2001,Burro,6,Brodia,,
2001,Burro,6,Brohor,,
2001,Burro,6,Bromadr,,
2001,Burro,6,Broterk,,
2001,Burro,6,Calcil,,
2001,Burro,6,Calspl,,
2001,Burro,6,Clapur,,
2001,Burro,6,Cryptantha sp,,
2001,Burro,6,Diccap,,
2001,Burro,6,Dudlan,,
2001,Burro,6,Erielo,,
2001,Burro,6,Erobot,,
2001,Burro,6,Erocic,,
2001,Burro,6,Gasven,,
2001,Burro,6,Hedcre,,
2001,Burro,6,Hirinc,,
2001,Burro,6,Holvir,,
2001,Burro,6,Hypgla,,
2001,Burro,6,Lacser,,
2001,Burro,6,Lascal,,
2001,Burro,6,Lepnit,,
2001,Burro,6,Lesfil,,
2001,Burro,6,Lomatium sp,,
2001,Burro,6,Muimar,,
2001,Burro,6,Naspul,,
2001,Burro,6,Sidmal,,
2001,Burro,6,Silgal,,
2001,Burro,6,Stedie,,
2001,Burro,6,Vulmyu,,
2001,Burro,7,Avebar,,
2001,Burro,7,Brodia,,
2001,Burro,7,Brohor,,
2001,Burro,7,Bromadr,,
2001,Burro,7,Calcil,,
2001,Burro,7,Casexs,,
2001,Burro,7,Cerglo,,
2001,Burro,7,Clapur,,
2001,Burro,7,Cracon,,
2001,Burro,7,Cryptantha sp,,
2001,Burro,7,Ereset,,
2001,Burro,7,Erobot,,
2001,Burro,7,Eromos,,
2001,Burro,7,Filgal,,
2001,Burro,7,Gasven,,
2001,Burro,7,Hirinc,,
2001,Burro,7,Holvir,,
2001,Burro,7,Hypgla,,
2001,Burro,7,Lascal,,
2001,Burro,7,Lesfil,,
2001,Burro,7,Muimar,,
2001,Burro,7,Naspul,,
2001,Burro,7,Silgal,,
2001,Burro,7,Unk grass,,
2001,Burro,7,Vulmyu,,
2001,Burro,111,Avebar,,
2001,Burro,111,Brodia,,
2001,Burro,111,Brohor,,
2001,Burro,111,Diccap,,
2001,Burro,111,Ereset,,
2001,Burro,111,Erobot,,
2001,Burro,111,Hemfas,,
2001,Burro,111,Holvir,,
2001,Burro,111,Lacser,,
2001,Burro,111,Naspul,,
2001,Burro,111,Silgal,,
2001,Burro,111,Sonasp,,
2001,Burro,194,Avebar,,
2001,Burro,194,Brodia,,
2001,Burro,194,Brohor,,
2001,Burro,194,Ereset,,
2001,Burro,194,Erobot,,
2001,Burro,194,Erocic,,
2001,Burro,194,Gnacal,,
2001,Burro,194,Lacser,,
2001,Burro,194,Naspul,,
2001,Burro,194,Silgal,,
2001,Burro,194,Sonasp,,
2001,Burro,208,Avebar,,
2001,Burro,208,Brodia,,
2001,Burro,208,Brohor,,
2001,Burro,208,Bromadr,,
2001,Burro,208,Broterk,,
2001,Burro,208,Chlpar,,
2001,Burro,208,Clapur,,
2001,Burro,208,Diccap,,
2001,Burro,208,Erobot,,
2001,Burro,208,Hemfas,,
2001,Burro,208,Holvir,,
2001,Burro,208,Hypgla,,
2001,Burro,208,Lacser,,
2001,Burro,208,Naspul,,
2001,Burro,208,Sidmal,,
2001,Burro,208,Silgal,,
2001,Burro,208,Vulmyu,,
2001,Burro,290,Ambpsi,,
2001,Burro,290,Avebar,,
2001,Burro,290,Brodia,,
2001,Burro,290,Brohor,,
2001,Burro,290,Bromadr,,
2001,Burro,290,Broterk,,
2001,Burro,290,Calcil,,
2001,Burro,290,Calspl,,
2001,Burro,290,Chlpar,,
2001,Burro,290,Clapar,,
2001,Burro,290,Clapur,,
2001,Burro,290,Diccap,,
2001,Burro,290,Ereset,,
2001,Burro,290,Erobot,,
2001,Burro,290,Erocic,,
2001,Burro,290,Lacser,,
2001,Burro,290,Lesfil,,
2001,Burro,290,Medpol,,
2001,Burro,290,Naspul,,
2001,Burro,290,Sidmal,,
2001,Burro,290,Silgal,,
2001,Burro,290,Vulmyu,,
2001,Clayhill,2,Avebar,,
2001,Clayhill,2,Brohor,,
2001,Clayhill,2,Bromadr,,
2001,Clayhill,2,Broterk,,
2001,Clayhill,2,Calspl,,
2001,Clayhill,2,Clapur,,
2001,Clayhill,2,Cryptantha sp,,
2001,Clayhill,2,Diccap,,
2001,Clayhill,2,Erobot,,
2001,Clayhill,2,Erocic,,
2001,Clayhill,2,Filgal,,
2001,Clayhill,2,Hedcre,,
2001,Clayhill,2,Hemfas,,
2001,Clayhill,2,Holvir,,
2001,Clayhill,2,Hypgla,,
2001,Clayhill,2,Lacser,,
2001,Clayhill,2,Lascal,,
2001,Clayhill,2,Lindia,,
2001,Clayhill,2,Muimar,,
2001,Clayhill,2,Naspul,,
2001,Clayhill,2,Sanbip,,
2001,Clayhill,2,Silgal,,
2001,Clayhill,2,Sonasp,,
2001,Clayhill,2,Vulmyu,,
2001,Clayhill,3,Avebar,,
2001,Clayhill,3,Brodia,,
2001,Clayhill,3,Brohor,,
2001,Clayhill,3,Bromadr,,
2001,Clayhill,3,Broterk,,
2001,Clayhill,3,Calspl,,
2001,Clayhill,3,Chlpom,,
2001,Clayhill,3,Cryptantha sp,,
2001,Clayhill,3,Erobot,,
2001,Clayhill,3,Erocic,,
2001,Clayhill,3,Holvir,,
2001,Clayhill,3,Hypgla,,
2001,Clayhill,3,Lacser,,
2001,Clayhill,3,Lascal,?,
2001,Clayhill,3,Lesfil,,
2001,Clayhill,3,Lindia,,
2001,Clayhill,3,Muimar,,
2001,Clayhill,3,Naspul,,
2001,Clayhill,3,Sanarg,,
2001,Clayhill,3,Sanbip,,
2001,Clayhill,3,Sonasp,,
2001,Clayhill,4,Avebar,,
2001,Clayhill,4,Brodia,,
2001,Clayhill,4,Brohor,,
2001,Clayhill,4,Bromadr,,
2001,Clayhill,4,Calspl,,
2001,Clayhill,4,CHAPOL,,
2001,Clayhill,4,Diccap,,
2001,Clayhill,4,Ereset,,
2001,Clayhill,4,Erobot,,
2001,Clayhill,4,Erocic,,
2001,Clayhill,4,Filgal,,
2001,Clayhill,4,Gilang,,
2001,Clayhill,4,Holvir,,
2001,Clayhill,4,Hypgla,,
2001,Clayhill,4,Lacser,,
2001,Clayhill,4,Lesfil,,
2001,Clayhill,4,Medpol,,
2001,Clayhill,4,Muimar,,
2001,Clayhill,4,Naspul,,
2001,Clayhill,4,Sanbip,,
2001,Clayhill,4,Sidmal,,
2001,Clayhill,4,Silgal,,
2001,Clayhill,4,Sonasp,,
2001,Clayhill,4,Stygna,,
2001,Clayhill,4,Unkown 1,,
2001,Clayhill,4,Vulmyu,,
2001,Clayhill,5,Amsmenm,,
2001,Clayhill,5,Avebar,,
2001,Clayhill,5,Brodia,,
2001,Clayhill,5,Brohor,,
2001,Clayhill,5,Concan,,
2001,Clayhill,5,Diccap,,
2001,Clayhill,5,Ereset,,
2001,Clayhill,5,Erobot,,
2001,Clayhill,5,Erocic,,
2001,Clayhill,5,Eromos,,
2001,Clayhill,5,Hirinc,,
2001,Clayhill,5,Holvir,,
2001,Clayhill,5,Hypgla,,
2001,Clayhill,5,Lacser,,
2001,Clayhill,5,Lupbic,,
2001,Clayhill,5,Medpol,,
2001,Clayhill,5,Naspul,,
2001,Clayhill,5,Silgal,,
2001,Clayhill,5,Sonasp,,
2001,Clayhill,5,Vulmyu,,
2001,Clayhill,115,Avebar,,
2001,Clayhill,115,Brodia,,
2001,Clayhill,115,Brohor,,
2001,Clayhill,115,Bromadr,,
2001,Clayhill,115,Calspl,,
2001,Clayhill,115,Concan,,
2001,Clayhill,115,Cryptantha sp,,
2001,Clayhill,115,Diccap,,
2001,Clayhill,115,Dodcle,,
2001,Clayhill,115,Ereset,,
2001,Clayhill,115,Erobot,,
2001,Clayhill,115,Eupspa,,
2001,Clayhill,115,Hemfas,,
2001,Clayhill,115,Holvir,,
2001,Clayhill,115,Hormur,,
2001,Clayhill,115,Hypgla,,
2001,Clayhill,115,Lacser,,
2001,Clayhill,115,Lamaur,,
2001,Clayhill,115,Lindia,,
2001,Clayhill,115,Micdou,,
2001,Clayhill,115,Muimar,,
2001,Clayhill,115,Naspul,,
2001,Clayhill,115,Sanarg,,
2001,Clayhill,115,Sanbip,,
2001,Clayhill,115,Sonasp,,
2001,Clayhill,115,Stehet,,
2001,Clayhill,115,Unk cala,,
2001,Clayhill,115,Unk mustard,,
2001,Clayhill,115,Vicia sp,,
2001,Clayhill,115,Vulmyu,,
2001,Clayhill,197,Allhae,,
2001,Clayhill,197,Anaarv,,
2001,Clayhill,197,Avebar,,
2001,Clayhill,197,Brodia,,
2001,Clayhill,197,Brofil,,
2001,Clayhill,197,Brohor,,
2001,Clayhill,197,Bromadr,,
2001,Clayhill,197,Broterk,,
2001,Clayhill,197,Calspl,,
2001,Clayhill,197,Diccap,,
2001,Clayhill,197,Erobot,,
2001,Clayhill,197,Erocic,,
2001,Clayhill,197,Eupspa,,
2001,Clayhill,197,Fribif,,
2001,Clayhill,197,Hemfas,,
2001,Clayhill,197,Hormur,,
2001,Clayhill,197,Hypgla,,
2001,Clayhill,197,Micdou,,
2001,Clayhill,197,Muimar,,
2001,Clayhill,197,Naspul,,
2001,Clayhill,197,Sisbel,,
2001,Clayhill,197,Stehet,,
2001,Clayhill,197,Unk cala,,
2001,Clayhill,197,Vulmyu,,
2001,Colo,3,Ambpsi,,
2001,Colo,3,Anaarv,,
2001,Colo,3,Asceri,,
2001,Colo,3,Avebar,,
2001,Colo,3,Brodia,,
2001,Colo,3,Brohor,,
2001,Colo,3,Bromadr,,
2001,Colo,3,Diccap,,
2001,Colo,3,Ereset,,
2001,Colo,3,Erobot,,
2001,Colo,3,Filgal,,
2001,Colo,3,Gasven,,
2001,Colo,3,Holvir,,
2001,Colo,3,Hypgla,,
2001,Colo,3,Lepnit,,
2001,Colo,3,Lolmul,,
2001,Colo,3,Lorpur,,
2001,Colo,3,Medpol,,
2001,Colo,3,Naspul,,
2001,Colo,3,Sidmal,,
2001,Colo,3,Silgal,,
2001,Colo,3,Sonasp,,
2001,Colo,3,Vicsat,,
2001,Colo,3,Vioped,,
2001,Colo,3,Vulmyu,,
2001,Colo,4,Anaarv,,
2001,Colo,4,Avebar,,
2001,Colo,4,Brodia,,
2001,Colo,4,Brohor,,
2001,Colo,4,Broterk,,
2001,Colo,4,Cerglo,,
2001,Colo,4,Clapur,,
2001,Colo,4,Cryptantha sp,,
2001,Colo,4,Erobot,,
2001,Colo,4,Filgal,,
2001,Colo,4,Gasven,,
2001,Colo,4,Gasven,,
2001,Colo,4,Holvir,,
2001,Colo,4,Hypgla,,
2001,Colo,4,Lolmul,,
2001,Colo,4,Lorpur,,
2001,Colo,4,Medpol,,
2001,Colo,4,Naspul,,
2001,Colo,4,Poasec,,
2001,Colo,4,Ranocc,,
2001,Colo,4,Sidmal,,
2001,Colo,4,Sisbel,,
2001,Colo,4,Stygna,,
2001,Colo,4,Unk bunchgrass,,
2001,Colo,4,Vicsat,,
2001,Colo,4,Vioped,,
2001,Colo,4,Vulmyu,,
2001,Colo,5,Avebar,,
2001,Colo,5,Brofil,,
2001,Colo,5,Brohor,,
2001,Colo,5,Bromadr,,
2001,Colo,5,Calspl,,
2001,Colo,5,Cerglo,,
2001,Colo,5,Clapur,,
2001,Colo,5,Cracon,,
2001,Colo,5,Dodcle,,
2001,Colo,5,Erobot,,
2001,Colo,5,Eromos,,
2001,Colo,5,Filgal,,
2001,Colo,5,Gasven,,
2001,Colo,5,Holvir,,
2001,Colo,5,Hypgla,,
2001,Colo,5,Lolmul,,
2001,Colo,5,Lupbic,,
2001,Colo,5,Naspul,,
2001,Colo,5,Poasec,,
2001,Colo,5,Sanarg,,
2001,Colo,5,Trifolium sp,,
2001,Colo,5,Unk forb,,
2001,Colo,5,Vulmyu,,
2001,Colo,6,Anaarv,,
2001,Colo,6,Avebar,,
2001,Colo,6,Brodia,,
2001,Colo,6,Brohor,,
2001,Colo,6,Bromadr,,
2001,Colo,6,Cirsca,,
2001,Colo,6,Concan,,
2001,Colo,6,Ereset,,
2001,Colo,6,Erobot,,
2001,Colo,6,Filgal,,
2001,Colo,6,Gasven,,
2001,Colo,6,Naspul,,
2001,Colo,6,Sidmal,,
2001,Colo,6,Silgal,,
2001,Colo,6,Vicsat,,
2001,Colo,6,Vioped,,
2001,Colo,6,Vulmyu,,
2001,Colo,114,Avebar,,
2001,Colo,114,Brohor,,
2001,Colo,114,Bromadr,,
2001,Colo,114,Bromadr,,
2001,Colo,114,Calspl,,
2001,Colo,114,Diccap,,
2001,Colo,114,Erobot,,
2001,Colo,114,Erocic,,
2001,Colo,114,Fribif,,
2001,Colo,114,Gasven,,
2001,Colo,114,Hemfas,,
2001,Colo,114,Hypgla,,
2001,Colo,114,Naspul,,
2001,Colo,114,Sanarg,,
2001,Colo,114,Sanbip,,
2001,Colo,114,Sidmal,,
2001,Colo,114,Sisbel,,
2001,Colo,114,Sonasp,,
2001,Colo,114,Vulmyu,,
2001,Colo,190,Avebar,,
2001,Colo,190,Brodia,,
2001,Colo,190,Brohor,,
2001,Colo,190,Bromadr,,
2001,Colo,190,Calspl,,
2001,Colo,190,Concan,,
2001,Colo,190,Diccap,,
2001,Colo,190,Ereset,,
2001,Colo,190,Erobot,,
2001,Colo,190,Erocic,,
